上市公司代码()_ComCd,最新公司全称_LComNm,最新公司英文名称_LComNm_eng,A股股票简称_A_LStkNm,A股股票代码_A_StkCd,主营业务_MainBusiness,证监会行业门类名称_CsrcIcNm1,省份与直辖市名称_Prov
C600076,潍坊北大青鸟华光科技股份有限公司,"Weifang Beida Jadebird Huaguang Technology Co., ltd",青鸟华光,600076,前置许可经营项目：通信设备的开发、生产、销售及技术服务（凭电信设备进网许可证）。一般经营项目：广电产品、电子出版系统、新闻综合处理系统（上述项目不含前置审批项目）；计算机软硬件、电子印花分色系统、办公自动化系统、光机电一体设备、电子产品、系统集成、电子工程施工、智能建筑工程设计、施工（凭资质证经营）；房屋租赁。,信息技术业,山东
C600077,宋都基业投资股份有限公司,"Sundy Land Investment Co., Ltd.",宋都股份,600077,    产业投资、企业管理咨询及服务；电子、通讯、半导体材料技术研发，钢材、矿石、焦炭、生铁、铁合金、有色金属销售;机械设备销售及售后服务。自营和代理各类商品和技术的进出口业务（国家法律法规限制或禁止的除外）。,房地产业,浙江
C600078,江苏澄星磷化工股份有限公司,"Jiangsu Chengxing Phosph-Chemical Co.,Ltd",澄星股份,600078,许可经营项目：食品添加剂的生产，危险化学品的生产、批发（按许可证所列范围经营）；一般经营项目：化工原料及化工产品制造、销售，本企业自产的化工原料及化工产品出口，电子产品制造、销售，金属材料、建筑材料、农副产品销售，技术咨询服务。,制造业,江苏
C600079,人福医药集团股份公司,"Humanwell Healthcare (Group) Co.,Ltd.",人福医药,600079,"药品研发；生物技术研发；化工产品（化学危险品除外）的研发、销售；技术开发、技术转让及技术服务；货物进出口、技术进出口、代理进出口（不含国家禁止或限制进出口的货物或技术）；对产业的投资及管理、教育项目的投资；房地产开发、商品房销售（资质叁级）；组织""三来一补""业务。（上述范围中国家有专项规定的项目经审批后或凭许可证在核定期限内经营）。",制造业,湖北
C600080,金花企业(集团)股份有限公司,Ginwa Enterprise(grpup) Inc.,金花股份,600080,金属材料（专控除外）、化工材料（易制毒及危险化学品除外）、化学仪器、电子产品、机械水暖材料、汽车配件、日用百货、办公用品、工艺品、绝级材料、家具、玻璃陶瓷、计算机、服装针织、装饰材料、园艺产品、玩具、灶具、空气调节设备的批发和零售；与本企业生产经营相关的服务业（国家有专项规定的除外）；租赁业务；珠宝加工及批发、零售；本企业生产的医药保健品、饮料、机电产品的出口（国家限定或禁止公司经营出口的商品除外）；本企业生产、科研所需的原辅材料、机械设备、仪器仪表及零配件的进口业务（国家限定或禁止公司经营的商,制造业,陕西
C600081,东风电子科技股份有限公司,"Dong Feng Electronic Technology Co., litd.",东风科技,600081,研究、开发、采购、制造、销售汽车仪表系统、饰件系统、制动系统、供油系统产品，GPS车载导航系统部件及车身控制器等汽车电子系统产品；汽车、摩托车及其它领域的传感器及其他部件产品、塑料零件、有色金属压铸件的设计、制造和销售，自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品及技术除外（涉及许可经营的凭许可证经营）。,制造业,上海
C600082,天津海泰科技发展股份有限公司,"Tianjin Hi-Tech Development Co.,Ltd.",海泰发展,600082,向孵化高新技术成果和创业型科技企业、高新技术企业投资并进行产品的开发、生产；土地开发、房地产开发；技术开发、咨询、转让、服务（电子与信息、机电一体化、新材料、生物工程及制药、新能源和节能技术、环境科学和劳动保护、新型建筑材料、仪器仪表等技术及产品）；物业管理；管理信息咨询；商品及物资的批发兼零售；科技产品及技术进出口业务；易货贸易及转口贸易；保税仓诸；限分支机构经营；货运（以上范围内国家有专营专项规定的按规定办理）。,房地产业,天津
C600083,广东博信投资控股股份有限公司,"Guangdong Boxin Investing & Holdings Co,.Ltd",博信股份,600083,对外投资业务，国内贸易，物资供销。,制造业,广东
C600084,中信国安葡萄酒业股份有限公司,"Citic Guoan Wine Co., ltd",中葡股份,600084,许可经营项目：葡萄酒的生产（限生产企业）；一般经营项目：葡萄酒的销售；葡萄种植；农业开发；货物及技术的进出口经营；五金交电产品，化工原料，机电产品，仪表产品，日用百货，办公用品，工艺美术品，农畜产品的销售；农业种植；家畜养殖；房屋租赁。,制造业,新疆
C600085,北京同仁堂股份有限公司,"Beijing Tongrentang Co., ltd",同仁堂,600085,制造、加工中成药制剂、化妆品、酒剂、涂膜剂、软胶囊剂、硬胶囊剂、保健酒、加工鹿、乌鸡产品、营养液制造（不含医药作用的营养液）。 经营中成药、中药材、西药制剂、生化药品、保健食品、定型包装食品、酒、医疗器械、医疗保健用品。 零售中药饮片、保健食品、定型包装食品（含乳冷食品）、图书、百货。 中医科、内科专业、外科专业、妇产科专业、儿科专业、皮肤科专业、老年病科专业诊疗。 技术咨询、技术服务、技术开发、技术转让、技术培训、劳务服务。 药用动植物的饲养、种植；养殖梅花鹿、乌骨鸡、麝、马鹿。 广告设计制作。 危?,制造业,北京
C600086,东方金钰股份有限公司,Hubei Eastern Gold Jade  Company Limited,东方金钰,600086,"宝石及珠宝饰品的加工、生产、批发、销售,翡翠原材料的批发销售；文化旅游项目的开发；工艺美术品、文化办公用品、体育用品、五金交电、化工原料及产品、建筑材料、装饰材料、金属材料的批发、零售、代购代销；农林花卉种植；纺织品生产销售和进出口贸易、物资供应,生物工程,高新技术产品开发研制和销售；房地产开发,实业投资。",制造业,湖北
C600087,中国长江航运集团南京油运股份有限公司,"Nanjing Tanker Corporation, Ltd.",*ST长油,600087,石油及制品、化学制品及其他货物仓储、运输；石油及制品、化学产品销售；国际船舶危险品运输；国际船舶管理；船舶技术服务、修理；工业生产资料、百货、五金交电、建筑材料、通信器材销售；经营各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）。,交通运输、仓储业,江苏
C600088,中视传媒股份有限公司,"China Television Media,Ltd.",中视传媒,600088,    影视拍摄基地开发、经营，影视拍摄（摄制电影［单片］），电视剧节目制作、销售经营，影视设备租赁、高清晰度影视技术、宽带数字信息技术、网络系统集成技术的开发及相关的信息服务，设计、制作、发布、代理各类广告业务，文化（含演出）经纪，房地产开发，科学技术服务，室内外装饰，物业管理，实业投资、投资咨询，综合文艺表演，百货、工艺美术品（黄金制品除外）的销售，国内贸易（除专项规定），摄影服务，以下限分支机构经营：市内水上旅游客运（三国城、水浒城水上景区），零售预包装食品，小型餐馆，住宿，卷烟、雪茄烟零售，,传播与文化产业,上海
C600089,特变电工股份有限公司,"TBEA Co.,Ltd",特变电工,600089,许可经营项目：无。一般经营项目：变压器、电抗器、互感器、电线电缆及其他电气机械器材的制造、销售、检修、安装及回收；五金产品、电器设备、其他机械设备及电子产品的生产、销售；硅及相关产品的制造、研发及相关技术咨询；矿产品的加工；新能源技术、建筑环保技术、水资源利用技术及相关工程项目的研发及咨询；太阳能系统组配件、环保设备的制造、安装及相关技术咨询；太阳能光伏离网和并网及风光互补系统、柴油机光互补系统及其他新能源系列工程的设计、建设、安装及维护；太阳能集中供热工程的设计、安装；太阳能光热产品的设计、制,制造业,新疆
C600090,新疆啤酒花股份有限公司,"Xin Jiang Hops Co.,Ltd",啤酒花,600090,啤酒花、啤酒花制品（颗粒、浸膏等制品）的销售；进出口业务；项目投资；房屋租赁。,制造业,新疆
C600091,包头明天科技股份有限公司,"Baotou Tomorrow Technology Co., ltd",ST明科,600091,"    一般经营项目：销售烧碱、聚氯乙烯树脂、苯酚、电石、盐酸；化工包装，室内装饰、装潢（凭资质经营）；化工产品的研制、开发（需前置许可的除外）；化工机械加工；出口本企业自产的机电产品、轻工纺织；网络工程及远程教育服务；环保设备生产及销售；计算机软硬件及外围设备的生产、销售；销售电子原件、通讯器材（除专营）、办公设备；咨询服务、仓储（危险化学品除外）；租赁；货物运输代理服务。（法律、行政法规、国务院决定规定应经许可的、未获许可不得生产经营）""。",制造业,内蒙古
